factor	pole	rank	group	group_rank	text_id	score	subcorpus	filename	path	present_loading_lemmas	excerpt
factor_1	negative	18	1950	1	t000065	-8.0000000000	1950	tv_com_1950_73.txt	1950/tv_com_1950_73.txt	golden, model, portable, radio, rca, set, sound, victor	If you're tired of waking up to that, then it's high time you woke up to this. RCA Victor's wonderful new clock radio. It wakes you gently to music, and should you doze off again, there's a buzzer that sounds ten minutes after the radio goes on. The RCA Victor clock radio remembers your favorite radio programs during the day. Set this automatic switch, and the radio will turn the program on at just the right time. And here's a handy phono jack for plugging in your record changer attachment. With
factor_1	negative	19	1950	1	t000060	-7.0000000000	1950	tv_com_1950_68.txt	1950/tv_com_1950_68.txt	golden, portable, radio, rca, sound, tube, victor	See these two portable radios? Well watch this. Let her go Betsy. Sorry friend, you old-style portables have to go. But look at our new RCA Victor portable radio. Came through without a chip. Here's the world's first and only portable radio in the non-breakable impact case. So rugged, it's the only radio case with a five-year guarantee against chipping, cracking, or breaking in normal use. Of course, a tube might jar loose, but that's easily fixed. The important thing is RCA Victor's non-breakab
factor_1	negative	20	1950	1	t000044	-6.0000000000	1950	tv_com_1950_50.txt	1950/tv_com_1950_50.txt	model, rca, screen, set, television, victor	Don't breathe a word. They may run out. Big trade-in deal. You won't tell. RCA Victor. RCA Victor. Yes? Spring trade-in special. Mm-hmm. Would you take my old TV? Any set. Any make or model. Big allowance when you trade for one of the brand new RCA Victor spring specials. RCA Victor table model. Very nice. How much? Nationally advertised price, $199.95. With your trade-in, you get this big screen RCA Victor for less than many small screen sets. How about this one? Big trade-in allowance on this 
factor_1	negative	21	1950	1	t000064	-6.0000000000	1950	tv_com_1950_72.txt	1950/tv_com_1950_72.txt	rca, screen, set, television, tube, victor	Is your picture tube going? Going? Gone? Replace it with a brand new picture tube, precision manufactured by RCA. In fact, there are more RCA picture tubes now in use than any other make because RCA picture tubes are sharper. RCA's electron gun pinpoints the details on your screen. They're brighter, giving you a screen coated with billions of finest phosphorescent particles. Super sharpness and super brightness mean a clearer picture every time. RCA picture tubes last longer because of scientifi
factor_1	negative	22	1950	1	t000066	-6.0000000000	1950	tv_com_1950_74.txt	1950/tv_com_1950_74.txt	model, rca, screen, set, television, victor	if you're still watching television on a small screen set you're missing a lot here for example is a close-up on a ten inch set see how much smaller it is than my head now I'd like to show you the same close-up on a 21 inch set there just look at the difference she's as big as I am now you can have big screen close-ups just like that close-ups as large as life with RCA Victor's great view 21 inch model the master 21 at the lowest 21 inch price in RCA Victor history as little as $199.95 visit you
factor_1	negative	23	1960	2	t000186	-7.0000000000	1960	tv_com_1960_97.txt	1960/tv_com_1960_97.txt	model, portable, radio, rca, set, sound, victor	Which transistor portable radio would you rather have? This one with its tiny speaker? This expensive model that sounds no better? Or the new RCA Victor with really big set sound? And which would you rather have? A radio that uses up 12 batteries? Or the new RCA Victor transistor radio that uses just three to play the same length of time? Load it once and it can play up to four times longer than other transistor radios for the money? And which would you rather have? These? Or RCA Victor's new tr
factor_1	negative	24	1960	2	t000194	-4.0000000000	1960	tv_com_1960_106.txt	1960/tv_com_1960_106.txt	radio, rca, sound, victor	Shimmering sound, sweeping sound, new dimensions in sound. This is new RCA Victor Total Sound Stereo in magnificent new cabinets. With RCA Victor's new record changer, triple amplifier for more music power, brilliant AM-FM radio, a speaker system balanced for high range and low range. New RCA reverberation sound system for concert hall realism. And RCA Victor Total Sound Stereo has the most beautiful cabinets you've ever seen, with styles to fit any living room. Ask your RCA Victor dealer to dem
factor_1	negative	25	1980	3	t000367	-3.0000000000	1980	tv_com_1980_68.txt	1980/tv_com_1980_68.txt	screen, sound, television	And now, on with the opera. Aaaaaaah! Aaaaaaah! Aaaaaaah! Aaaaaaah! Aaaaaaah! Aaaaaaah! Aaaaaaah! Aaaaaaah! Aaaaaaah! Aaaaaaah! From the people who brought you big-screen television comes the sound to go with it. Frankly, my dear, I don't give a... Mitsubishi Home Theater Systems. Now playing at a dealer near you. Rosebud.
factor_1	negative	26	1980	3	t000370	-2.0000000000	1980	tv_com_1980_72.txt	1980/tv_com_1980_72.txt	model, radio	Fletcher, I don't need that report tomorrow. Great, J.T. I need it tonight. But, J.T. Fletcher saved $300 on her office away from the office. Radio Shack's revolutionary Model 100 computer. It's a word processor, phone directory, and dialer. It even communicates with the office computer. Fletcher, how's that report? Fletcher. Radio Shack's Model 100. Save $300 and put it to work. You'll go far, Fletcher. Oh, you'll go far.
factor_1	negative	27	1970	4	t000224	-2.0000000000	1970	tv_com_1970_19.txt	1970/tv_com_1970_19.txt	radio, set	you don't have to lose sleep worrying about that drive to work tomorrow not when you've got firestone snow biters going with you to dig you out and pull you through they've got two sets of deep biting teeth and in between traction bars for quiet running and long mileage in radios bias or retrans they'll put deep in your winter driving firestone town and country snow biters pleasant
factor_1	negative	28	1970	4	t000303	-2.0000000000	1970	tv_com_1970_114.txt	1970/tv_com_1970_114.txt	screen, tube	I regret to announce a Philco sale. Everyone knows in a sale you sell your slow movers. But some genius put our best sellers on sale. This big screen color console, automatic fine tuning, high bright color tube, Philco reliability. You'd pay a lot, right? Well, save your money. It's now on sale for under $480. I think I'm going to be sick.
factor_1	negative	29	2020	5	t000723	-1.0000000000	2020	tv_com_2020_2.txt	2020/tv_com_2020_2.txt	set	I'm Mr. Wonderful from Shark Tank. When Blueland asked me to clean a toilet on TV, I said, are you joking? But here I am because Blueland is serious about saving you money. Stop paying for wasteful plastic bottles. With Blueland, you only need to buy one. Easily clean anything around your house. Your vault. Portraits of your ancestors. And at $2 a tablet, you're set for life. And so am I, because I get a royalty. Get your kit now at Blueland.com. Smells like a D.
factor_1	negative	30	2020	5	t000725	-1.0000000000	2020	tv_com_2020_4.txt	2020/tv_com_2020_4.txt	set	hey what's up it's the people shark here damon john i'm going to give you a tip that i have never shared with anyone before this tip is about how to create the wow factor in your home every person that comes into my home comments about how amazing it smells it's all thanks to aroma 360 scent abuse we feel like we live in a luxurious hotel every day and i love how evenly it sets our space i highly recommend that you go directly to aroma360.com to get yours today you
factor_1	negative	31	2010	6	t000621	-1.0000000000	2010	tv_com_2010_4.txt	2010/tv_com_2010_4.txt	set	Cut! What's that doing on my set? Product placement, sir. Whenever we feature a product in a scene, we get tons of free stuff. Here we go. Oh, my God! Oh, my God! Bud Light! Really? My lady? You saved me. It's the sure sign of a good time. Just right taste of Bud Light. Here we go. Yeah, I don't know. More Bud Light just to be safe?
factor_1	negative	32	2010	6	t000626	-1.0000000000	2010	tv_com_2010_10.txt	2010/tv_com_2010_10.txt	television	My favorite actor? Oh, that's easy, Kevin Bacon. My favorite Kevin Bacon movie would be A Tie, between all of them. You know, the Logitech review is perfect for me, because I just type in Kevin Bacon, and it uses Google TV, finds all kinds of shows and YouTube videos and movies. Let's dance! And my wife says if I watch any more Kevin Bacon, I might actually turn into Kevin Bacon. Add Google TV to your television with the Logitech review. If you can think of a movie you want to watch, let me know
factor_1	negative	33	1990	7	t000428	-1.0000000000	1990	tv_com_1990_17.txt	1990/tv_com_1990_17.txt	set	All set? You bet I am. Thanks to you. A few weeks ago with Jesse, I noticed something. Dandruff. So I told him about Head & Shoulders. Regular shampoos just rinse flakes away. Head & Shoulders helps prevent flakes from even forming. Because great hair can't have flakes.
factor_1	negative	34	1990	7	t000480	-1.0000000000	1990	tv_com_1990_81.txt	1990/tv_com_1990_81.txt	set	Three years ago, we set out to create a sports sedan. But first and foremost, we set out to create a Lexus. Introducing the new Lexus ES 300 sports sedan.
factor_1	negative	35	2000	8	t000532	-1.0000000000	2000	tv_com_2000_19.txt	2000/tv_com_2000_19.txt	golden	Look at our son. College boy. I'm so proud of him. I'm just glad to be home. You know what I miss most? Golden Grahams. I think I'm gonna have a bowl when I get home. Maybe two. Heck, I might eat them all. The irresistible taste of Golden Grahams is something everyone in the family wants for themselves. Golden Grahams. Go get your own.
factor_1	negative	36	2000	8	t000566	-1.0000000000	2000	tv_com_2000_59.txt	2000/tv_com_2000_59.txt	sound	Initialize sequence. At Computer Renaissance, we deal in solutions. Our newest solutions sell around 500 megahertz, 8.4 gigabyte hard drive, 64 meg RAM, 17 inch monitor, keyboard, mouse, CD-ROM, sound card, speakers, Windows 98 second edition, plus MS Works preloaded. Your choice of a Lexmark printer or scanner. Free Tri-Cities internet access, plus a one year warranty for only $999.99. We sell upgrade and service systems in 250 stores nationwide. Computer Renaissance, where computers are our on
